"","X","GEO.id2","STATEFP","COUNTYFP","TRACTCE","POPULATION","LATITUDE","LONGITUDE","GEO.display.label","Median_house_value","Total_units","Vacant_units","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","Built_2005_or_later","Built_2000_to_2004","Built_1990s","Built_1980s","Built_1970s","Built_1960s","Built_1950s","Built_1940s","Built_1939_or_earlier","Bedrooms_0","Bedrooms_1","Bedrooms_2","Bedrooms_3","Bedrooms_4","Bedrooms_5_or_more","Owners","Renters","Median_household_income","Mean_household_income"
"1916",1916,6037232800,6,37,232800,3823,33.992669,-118.276851,"Census Tract 2328, Los Angeles County, California",323900,976,21,4.5,5.37,3.81,0,0,1.1,3,6.5,4.6,7.6,17.7,59.5,1.5,27.9,29.1,28.8,12.7,0,32.9,67.1,29148,40942
"1917",1917,6037234000,6,37,234000,5335,34.011936,-118.3208,"Census Tract 2340, Los Angeles County, California",440500,2138,77,5.3,2.84,2.84,2.7,0.4,2.5,1.6,4.1,6.7,11.7,27,43.3,1.3,16.5,40.9,36.2,4.7,0.4,59.5,40.5,48750,58447
"1918",1918,6037234200,6,37,234200,2376,34.015858,-118.331033,"Census Tract 2342, Los Angeles County, California",424100,1168,0,5.6,2.43,2.58,0,0,0,0.5,7.3,3.9,15.5,52.8,19.9,6.6,15.5,29.5,40.9,6.3,1.2,59.4,40.6,58750,68533
"1919",1919,6037234300,6,37,234300,4098,34.00736,-118.327882,"Census Tract 2343, Los Angeles County, California",429500,2503,215,4.4,1.85,2.01,1.2,0,0.8,0,4.4,6.7,13.3,21.3,52.3,3.5,40.8,31.9,22.2,1.6,0,18,82,36357,49127
"1920",1920,6037234501,6,37,234501,2728,33.997655,-118.322587,"Census Tract 2345.01, Los Angeles County, California",312600,950,50,5.1,3.03,2.66,0,0,0.7,1.5,7.1,4.2,12.9,19.2,54.4,7.9,13.6,40,28.6,9.9,0,42.7,57.3,34135,44689
"1921",1921,6037234502,6,37,234502,2698,34.001925,-118.323782,"Census Tract 2345.02, Los Angeles County, California",364200,1068,3,4.2,2.79,2.27,0.7,1.1,1.1,0,16.7,2.3,12.4,21.4,44.2,11.6,33.7,36.1,12.4,6.2,0,28.2,71.8,32153,44720
"1922",1922,6037234600,6,37,234600,5024,33.992351,-118.326546,"Census Tract 2346, Los Angeles County, California",389700,1738,102,5.2,3.05,2.6,0,0,1.5,2.8,2.5,4,11.2,9.8,68.2,7.9,11.2,31.6,30.6,16.8,1.9,55.4,44.6,47857,64297
"1923",1923,6037234700,6,37,234700,3888,33.987206,-118.327219,"Census Tract 2347, Los Angeles County, California",374000,1501,89,4.1,3.44,2.12,0,0.6,1.9,0.4,5.1,7.7,16,30.2,38.2,1.7,37,39.6,15.5,5.3,0.8,29.2,70.8,37500,40835
"1924",1924,6037234800,6,37,234800,3426,33.981779,-118.322245,"Census Tract 2348, Los Angeles County, California",303900,1174,121,5.7,3.72,3.07,0,0,1.7,0,8,7.6,9.4,19.4,53.9,3.9,5.6,32.3,39.8,15.7,2.7,75.4,24.6,54053,62574
"1925",1925,6037234901,6,37,234901,2999,33.982723,-118.328543,"Census Tract 2349.01, Los Angeles County, California",318000,1175,56,3.8,3.78,2.77,7.4,23.5,4,4.2,7.4,7.8,25.7,7.3,12.7,1.6,44.6,35.5,12.9,4.2,1.3,7.4,92.6,24344,33945
"1926",1926,6037234902,6,37,234902,4005,33.981997,-118.33371,"Census Tract 2349.02, Los Angeles County, California",360800,1668,173,3.6,2.5,2.77,2,0,2.8,6.4,13.5,18.5,16.8,13.4,26.6,5.9,44.3,26.9,17.8,5,0,16,84,30570,36387
"1927",1927,6037235100,6,37,235100,4520,33.985199,-118.345887,"Census Tract 2351, Los Angeles County, California",407100,1794,136,5.8,2.68,2.73,0,0.6,0,3.2,7.5,4,17.1,28.5,39.1,0,8.1,43.1,40.9,5.8,2.1,75.3,24.7,65690,77239
"1928",1928,6037235201,6,37,235201,2781,33.975033,-118.322143,"Census Tract 2352.01, Los Angeles County, California",377500,1016,74,5.3,2.79,2.06,0,0.8,3.3,4.6,4.4,3.4,16,15.2,52.2,0,13.7,48.3,30.7,6,1.3,73.8,26.2,31813,45985
"1929",1929,6037235202,6,37,235202,4557,33.973949,-118.330561,"Census Tract 2352.02, Los Angeles County, California",379600,2002,237,4.2,3.01,2.5,1.8,1.5,0,5.1,3.3,18.1,23,22.7,24.4,6.8,33.6,38.1,18.1,2.3,1.1,31.7,68.3,25759,37541
"1930",1930,6037236000,6,37,236000,4113,34.018181,-118.366386,"Census Tract 2360, Los Angeles County, California",533700,2189,112,4.9,2.13,1.61,0,1.5,0.2,0.5,3.6,6,27.1,46.4,14.7,0,23.6,39.9,24.1,11,1.5,77.1,22.9,63930,72734
"1931",1931,6037236100,6,37,236100,5265,34.012463,-118.342522,"Census Tract 2361, Los Angeles County, California",471900,2848,300,4,2.81,1.81,1.1,2.9,8.5,8.3,4.6,12.6,27.7,22.1,12.2,2.4,41.3,45.1,8.4,0.4,2.4,13.8,86.2,21029,33054
"1932",1932,6037236202,6,37,236202,6192,34.016464,-118.353053,"Census Tract 2362.02, Los Angeles County, California",130200,2584,412,3.6,NA,2.58,0.3,1.4,0,3.9,12.8,24.7,26.5,15.1,15.3,11.1,44.2,36.4,4.8,3.5,0,0.9,99.1,25242,29338
"1933",1933,6037236203,6,37,236203,3417,34.018323,-118.347224,"Census Tract 2362.03, Los Angeles County, California",NA,1508,51,3.8,NA,2.65,0,0,0,8.7,24.2,29.5,22,9,6.6,2.3,48.2,41.8,7.8,0,0,0,100,28062,38468
"1934",1934,6037236204,6,37,236204,3203,34.014765,-118.349474,"Census Tract 2362.04, Los Angeles County, California",NA,1430,97,4.1,NA,2.47,0,0,0,0,12.7,14.1,49.1,22,2.2,4.1,45.4,46,4.5,0,0,0,100,27008,31172
"1935",1935,6037236400,6,37,236400,4113,34.006553,-118.350191,"Census Tract 2364, Los Angeles County, California",636900,2200,88,4.9,2.35,2.06,0,3,0,10.1,15.1,22.8,31.8,12.2,5,0.5,25,33.3,31.5,7.2,2.5,49.6,50.4,53735,68087
"1936",1936,6037237101,6,37,237101,3705,33.984463,-118.291406,"Census Tract 2371.01, Los Angeles County, California",312100,1234,100,4.2,4.19,3.42,3.3,2.1,7.6,1,4.9,11.6,7,17.6,45,2.1,28.1,34.4,24.4,9.4,1.6,32.5,67.5,32813,41213
"1937",1937,6037237102,6,37,237102,3254,33.985668,-118.28439,"Census Tract 2371.02, Los Angeles County, California",283300,1013,94,4.1,2.43,3.64,3.3,6.6,4.6,0,11.9,7.4,22,12.2,31.9,10,23.6,44.4,16.4,5.6,0,27.9,72.1,23625,32092
"1938",1938,6037237201,6,37,237201,3506,33.985823,-118.299092,"Census Tract 2372.01, Los Angeles County, California",306500,1000,59,5,4.22,4.17,0,6.6,5.9,2.4,2.1,2.4,13.1,20.1,47.4,1.3,10.6,47.8,33,4.8,2.5,48,52,33932,41701
"1939",1939,6037237202,6,37,237202,4388,33.985588,-118.308581,"Census Tract 2372.02, Los Angeles County, California",295200,1421,115,4.3,4.56,3.24,0.6,7.7,3,6,1.8,5.1,9,17,49.8,5.6,24.7,42.6,22.1,4.9,0,45.7,54.3,35833,47238
"1940",1940,6037237300,6,37,237300,5262,33.978448,-118.310794,"Census Tract 2373, Los Angeles County, California",284200,1930,97,4.9,3.15,2.51,0,0,0,3.2,5.9,14.4,9.3,20.6,46.6,2.2,13.7,50.4,28.4,3.2,2,54.1,45.9,36369,44515
"1941",1941,6037237401,6,37,237401,3616,33.978627,-118.294951,"Census Tract 2374.01, Los Angeles County, California",328500,1102,149,4.7,4.41,3.2,0,0,1.1,0,0,8.7,25.5,10.4,54.3,5.5,13,48.5,22.1,7.5,3.4,62,38,35750,63997
"1942",1942,6037237402,6,37,237402,3526,33.9785,-118.301311,"Census Tract 2374.02, Los Angeles County, California",246000,1083,38,4.5,4.26,1.48,7.8,0,3.9,2.9,0,12.5,13.9,14.2,44.9,4.7,20,42,19.1,10.1,4.1,52.1,47.9,21652,41558
"1943",1943,6037237500,6,37,237500,2675,33.979193,-118.28916,"Census Tract 2375, Los Angeles County, California",280200,853,67,3.9,3.21,3,2.2,0,12,6.3,6.9,17.7,15.9,9.4,29.5,9.1,45.8,28.4,8.2,7.2,1.3,16.8,83.2,31983,42614
"1944",1944,6037237600,6,37,237600,4259,33.978635,-118.284374,"Census Tract 2376, Los Angeles County, California",372000,1247,74,4,3.91,3.43,2.6,4.1,0.6,1.2,18.6,11.9,13.2,18.2,29.6,12.3,20.8,42.9,22.2,1.8,0,26.9,73.1,22865,36316
"1945",1945,6037237710,6,37,237710,3887,33.972582,-118.286433,"Census Tract 2377.10, Los Angeles County, California",305100,1171,143,4.2,6.6,3.38,0,0,12.6,3.8,5.4,7,18.3,26.4,26.6,5,32.3,31.3,25.5,5.8,0,25,75,40500,47505
"1946",1946,6037237720,6,37,237720,3153,33.969196,-118.285485,"Census Tract 2377.20, Los Angeles County, California",196900,871,34,4,5.47,3.85,1.6,4.2,17,3.4,7.9,10.1,11.6,12.9,31.2,10,23.9,45.5,15.4,5.3,0,15.9,84.1,20216,30610
"1947",1947,6037237800,6,37,237800,4371,33.971368,-118.298317,"Census Tract 2378, Los Angeles County, California",357400,1414,81,5,3.27,3.02,1.1,0,0,2.1,3.1,7.7,14.7,22,49.3,5.4,6.6,40.8,40,6.4,0.7,62,38,39663,50057
"1948",1948,6037237900,6,37,237900,3621,33.970769,-118.310859,"Census Tract 2379, Los Angeles County, California",337000,1395,95,5.4,2.92,2.72,0,0,4.2,4.4,4,5.2,10.5,20.1,51.7,0,11.1,39.8,44.9,3.7,0.6,65.5,34.5,50700,60995
"1949",1949,6037238000,6,37,238000,5864,33.947583,-118.309289,"Census Tract 2380, Los Angeles County, California",307600,2216,95,5.7,2.68,2.91,0,1.9,0.5,3.1,0.5,6.8,14.9,42.1,30.2,0.5,7.5,44,34.8,10.5,2.7,68,32,60026,69735
"1950",1950,6037238100,6,37,238100,4626,33.963781,-118.31042,"Census Tract 2381, Los Angeles County, California",343700,1827,118,5.1,3.13,2.58,0,0,1.9,0,10,6.7,20.3,18.4,42.7,5.1,20.1,36.5,32.5,4.5,1.3,49.9,50.1,44656,56593
"1951",1951,6037238200,6,37,238200,5267,33.963618,-118.298316,"Census Tract 2382, Los Angeles County, California",354300,2348,307,4.7,2.9,2.2,0,0,1.2,3.9,9.5,15.3,18.8,20.5,30.7,4.3,16.4,54.9,23.5,0.9,0,39.2,60.8,35645,50314
"1952",1952,6037238310,6,37,238310,4821,33.965929,-118.286664,"Census Tract 2383.10, Los Angeles County, California",381500,1431,56,3.8,4.78,3.42,0,0.7,11,21.2,2.7,10.1,26.5,15.3,12.4,10.8,31.2,41.6,14.8,1.6,0,12,88,19648,29527
"1953",1953,6037238320,6,37,238320,3787,33.96264,-118.286758,"Census Tract 2383.20, Los Angeles County, California",317600,1107,138,3.6,4.3,3.39,0,0,17.3,18.5,1.5,10.4,17.6,2.4,32.2,11.4,37.6,33,13.7,3.4,0.9,16.2,83.8,27721,35484
"1954",1954,6037238400,6,37,238400,4497,33.956228,-118.308507,"Census Tract 2384, Los Angeles County, California",352600,1844,100,5.4,2.67,1.88,6.7,13.4,3.5,0,1.4,2.2,19.4,20.7,32.7,4.3,13.6,46.2,31.7,2.5,1.7,58.1,41.9,40709,61080
"1955",1955,6037239201,6,37,239201,3562,33.985413,-118.27692,"Census Tract 2392.01, Los Angeles County, California",358100,953,85,4.1,3.56,4.1,1.8,7.5,7.3,1.5,15.1,6.8,7.7,22.8,29.6,15.8,18.5,38.3,23.6,3.8,0,26.2,73.8,19147,30931
"1956",1956,6037239202,6,37,239202,4724,33.985008,-118.269515,"Census Tract 2392.02, Los Angeles County, California",283800,1122,97,4.6,5.11,4.48,1.2,7.9,1.5,8,9,5.8,18.4,11.6,36.5,9.3,11,41.4,25.1,8,5.2,35.5,64.5,40094,47939
"1957",1957,6037239310,6,37,239310,3996,33.978571,-118.277205,"Census Tract 2393.10, Los Angeles County, California",339200,1034,123,4.4,4.02,3.61,0,4,1.5,15.6,6.4,3,10.3,23.7,35.6,6.6,16.8,41.3,30.5,2.9,1.9,36.1,63.9,31964,43499
"1958",1958,6037239320,6,37,239320,3444,33.978719,-118.271738,"Census Tract 2393.20, Los Angeles County, California",292500,851,0,4.7,4.39,3.44,1.1,3.1,3.9,1.8,0.4,12.8,8.5,33.8,34.8,7.1,24.2,34.5,27.1,7.1,0,32.4,67.6,28603,38520
"1959",1959,6037239330,6,37,239330,2879,33.978625,-118.267321,"Census Tract 2393.30, Los Angeles County, California",247500,701,17,4.3,3.98,4.27,6.1,2.4,0.9,3.9,7.7,9.1,12.8,13.7,43.4,8.4,13,40.8,32.8,2.6,2.4,46.6,53.4,37568,43080
"1960",1960,6037239501,6,37,239501,3454,33.972802,-118.262523,"Census Tract 2395.01, Los Angeles County, California",363300,975,137,4.4,3.98,4.08,1.6,3.7,0,3.1,0.9,8.5,21.6,25.4,35.1,17.2,19.2,24.8,29.9,7.1,1.7,35.4,64.6,31090,41590
"1961",1961,6037239502,6,37,239502,3372,33.969154,-118.262365,"Census Tract 2395.02, Los Angeles County, California",288300,896,66,4.3,3.32,3.31,3.2,5.9,0,4.5,3.9,11.5,12.5,39.6,18.9,13.4,17.3,52,12.8,4.5,0,31.2,68.8,29610,34271
"1962",1962,6037239601,6,37,239601,3755,33.972851,-118.274793,"Census Tract 2396.01, Los Angeles County, California",350500,973,143,4.3,4.5,4.32,1.3,5.7,1.4,1.7,9,0,13.6,16.2,51,16.1,12.8,38.6,19.9,9.9,2.6,28.7,71.3,30893,38181
"1963",1963,6037239602,6,37,239602,3313,33.969523,-118.274652,"Census Tract 2396.02, Los Angeles County, California",174200,909,88,4.5,4.18,4.32,1.1,10.8,4.6,0,7.3,16.5,10.3,11.1,38.3,16,15.1,38.3,27.2,3.5,0,22.4,77.6,35324,40911
"1964",1964,6037239701,6,37,239701,4261,33.966052,-118.274805,"Census Tract 2397.01, Los Angeles County, California",248900,1093,48,4.4,4.15,4.68,7.9,3.2,3.2,19.7,0,11.1,4.6,13.4,37.1,9.3,17,37.4,22,12.4,1.8,34.2,65.8,25464,36498
"1965",1965,6037239702,6,37,239702,3927,33.962486,-118.274683,"Census Tract 2397.02, Los Angeles County, California",338200,1101,74,4.2,4.78,3.48,0,9.6,2.9,12.5,5.3,10.2,17.3,9.9,32.2,5.8,21.1,52.1,17.7,3.3,0,38,62,32532,37295
"1966",1966,6037239801,6,37,239801,3412,33.966104,-118.263103,"Census Tract 2398.01, Los Angeles County, California",324500,908,51,4.5,4.17,3.69,0,2.6,4.5,1.9,5.6,6.4,26.5,15.2,37.2,9.5,19.4,36.2,26.2,6.1,2.6,40.4,59.6,36144,37064
"1967",1967,6037239802,6,37,239802,4902,33.96257,-118.263188,"Census Tract 2398.02, Los Angeles County, California",352500,1348,232,4.7,4.46,3.76,2.2,3.6,0,0.7,3.4,21.8,21.4,13.4,33.5,23.7,11.9,27.3,31.5,3.3,2.2,38.4,61.6,30568,37937
"1968",1968,6037240010,6,37,240010,3673,33.958218,-118.262848,"Census Tract 2400.10, Los Angeles County, California",300000,943,21,3.9,4.25,3.33,0.4,9.3,6.5,12.3,0.4,28,6.5,14.4,22.2,20.6,24.7,34.4,18.7,1.7,0,17.1,82.9,22432,29747
"1969",1969,6037240020,6,37,240020,5055,33.954358,-118.263902,"Census Tract 2400.20, Los Angeles County, California",254300,1313,40,4.9,4.53,3.69,1.4,2.4,4.9,8.5,2.3,15.8,15.4,10,39.3,8.8,12.7,41.2,28.9,6.3,2.1,48.1,51.9,33169,41978
"1970",1970,6037240200,6,37,240200,5252,33.955884,-118.27549,"Census Tract 2402, Los Angeles County, California",315500,1450,174,4.2,4.82,3.86,4,3.6,14.3,3.9,9.9,6.8,20.4,13,24.1,15.1,16.7,30.3,27.1,7.7,3.1,30.7,69.3,27697,37456
"1971",1971,6037240300,6,37,240300,5691,33.956067,-118.286493,"Census Tract 2403, Los Angeles County, California",348400,1667,164,3.9,3.97,2.96,0.4,4.1,5.2,11.1,2.6,19.1,17.6,22.3,17.6,14.2,26,37.5,13.9,6.8,1.6,27.5,72.5,27006,38612
"1972",1972,6037240401,6,37,240401,5383,33.950021,-118.286198,"Census Tract 2404.01, Los Angeles County, California",288800,1442,170,4.1,4.36,3.29,0,2.4,4.2,10.9,2.2,27.6,13.9,25,13.7,10.4,18.4,49.7,16.7,4.7,0,32.3,67.7,32636,45741
"1973",1973,6037240402,6,37,240402,3854,33.944669,-118.285679,"Census Tract 2404.02, Los Angeles County, California",294700,1141,35,4.8,4.08,3.01,0,2.2,17.6,8.7,7.4,7.4,12.6,12.4,31.6,4.7,16.4,45.8,26.7,6.3,0,54.2,45.8,24891,35278
"1974",1974,6037240500,6,37,240500,5655,33.947159,-118.275226,"Census Tract 2405, Los Angeles County, California",257800,1605,110,4.4,4.88,3.43,0,1.6,13,6.6,8.2,11.4,12.2,25.3,21.7,12.6,21.6,28.5,27.4,6.7,3.2,33.5,66.5,29385,35839
"1975",1975,6037240600,6,37,240600,4932,33.946654,-118.268751,"Census Tract 2406, Los Angeles County, California",338500,1308,126,4.3,3.75,3.58,0,4.7,3.7,15.4,2.8,9.2,16.8,23.2,24.2,14,17.5,34.6,25.8,8.1,0,27.5,72.5,31484,40105
"1976",1976,6037240700,6,37,240700,6161,33.947289,-118.259569,"Census Tract 2407, Los Angeles County, California",256500,1673,121,5,3.39,3.75,3,1.2,1.8,4.8,7.2,10.6,16.7,35.2,19.4,9.8,7.9,43,35.4,3,0.8,51,49,33750,43435
"1977",1977,6037240800,6,37,240800,4377,33.93989,-118.26191,"Census Tract 2408, Los Angeles County, California",306300,1093,71,4.8,4.32,4.72,12.2,1.3,0.5,7.3,19.7,5.5,15.7,8.5,29.3,6.2,4.4,40.8,38.1,10.5,0,43.5,56.5,24231,39053
"1978",1978,6037240900,6,37,240900,5620,33.934225,-118.262131,"Census Tract 2409, Los Angeles County, California",250600,1412,141,4.7,4.42,4.5,1.6,3.8,5.5,2.5,9.9,17.8,17.8,17.5,23.7,9.3,13.3,33.6,28.6,13,2.1,41,59,31962,42617
"1979",1979,6037241001,6,37,241001,4285,33.929514,-118.26643,"Census Tract 2410.01, Los Angeles County, California",381700,1185,103,4.9,3.55,3.09,0,3.5,19.6,3.7,10.5,13,11.1,29.9,8.8,9.4,6.1,46.2,32.4,4.9,1.1,44.8,55.2,31188,37904
"1980",1980,6037241002,6,37,241002,3606,33.92506,-118.262206,"Census Tract 2410.02, Los Angeles County, California",275000,1012,72,4.7,3.38,5.12,0,1.4,2,3.9,15.1,5.6,17.3,37.7,17,9,7.7,44.9,23.9,12.1,2.5,46,54,44049,48133
"1981",1981,6037241110,6,37,241110,3074,33.93726,-118.271603,"Census Tract 2411.10, Los Angeles County, California",271600,732,28,5.2,4.09,3.66,2.2,2.9,10.8,0,14.3,6.3,13.7,8.1,41.8,8.6,7.7,24.2,47.4,10.7,1.5,47,53,27381,40562
"1982",1982,6037241120,6,37,241120,4564,33.936419,-118.276566,"Census Tract 2411.20, Los Angeles County, California",303700,1216,130,4.4,4.4,4.25,10,4.6,3.7,5.2,6.4,11.6,12.2,19,27.3,11.6,11.9,33.7,28.8,12.2,1.8,29.7,70.3,27049,35870
"1983",1983,6037241201,6,37,241201,2898,33.940271,-118.285845,"Census Tract 2412.01, Los Angeles County, California",231400,898,68,4.6,3.63,3.08,1.8,2,0,6.9,0.8,8.6,9.5,33.1,37.4,11.5,13.4,47.3,26.5,1.3,0,47.8,52.2,30671,33218
"1984",1984,6037241202,6,37,241202,4943,33.934062,-118.285451,"Census Tract 2412.02, Los Angeles County, California",311600,1609,157,4.8,3.03,3.63,0.7,1.7,4,3.2,8.4,10.9,9.3,22.7,39,10.4,19,31.4,27.7,8.6,3,44.9,55.1,33019,42087
"1985",1985,6037241300,6,37,241300,2313,33.925613,-118.2862,"Census Tract 2413, Los Angeles County, California",372900,714,16,4.6,3.03,2.94,3.6,0,0,4.9,11.8,13.9,19,29.1,17.6,12.3,27,18.6,34,6.9,1.1,38.1,61.9,23056,40117
"1986",1986,6037241400,6,37,241400,3285,33.924992,-118.274788,"Census Tract 2414, Los Angeles County, California",317900,926,51,4.9,3.42,4.22,5,0.3,6.6,11.7,3,13.8,38.4,8.9,12.3,7.2,5.6,38.7,38.7,6.8,3,43,57,33388,44487
"1987",1987,6037242000,6,37,242000,3938,33.939153,-118.250138,"Census Tract 2420, Los Angeles County, California",307100,1001,138,4.8,4.37,3.58,1.5,3.4,3.8,2.6,14.4,11.8,7.8,44.3,10.5,13,9.1,26.9,38,10,3.1,43.7,56.3,33705,44349
"1988",1988,6037242100,6,37,242100,2714,33.945707,-118.233773,"Census Tract 2421, Los Angeles County, California",NA,720,21,3.3,NA,3.63,0,0,2.1,3.3,23.1,14.9,14.3,9.2,33.2,41.7,13.9,24.3,13.3,6.4,0.4,0,100,11148,18244
"1989",1989,6037242200,6,37,242200,6554,33.948879,-118.23923,"Census Tract 2422, Los Angeles County, California",273100,1639,148,4.8,4.99,3.56,0,4.6,7.6,4.2,17.6,6.2,11.8,8.9,39.1,18.2,13.3,26.9,32,8.6,0.9,40.9,59.1,35598,47373
"1990",1990,6037242300,6,37,242300,4586,33.949432,-118.246018,"Census Tract 2423, Los Angeles County, California",295600,1117,90,4.8,6.19,4.6,18.2,5,4.9,17.5,7,7.3,12.5,9.8,17.8,16.1,10.4,24.3,41.4,4.1,3.8,26.6,73.4,35750,46329
"1991",1991,6037242600,6,37,242600,4409,33.931954,-118.249995,"Census Tract 2426, Los Angeles County, California",345700,1308,121,4.3,3.72,3.14,1.5,3.6,4,1.1,5,10.2,38.5,21.4,14.7,10.6,15,49.1,18.5,5.4,1.5,4.2,95.8,15116,22993
"1992",1992,6037242700,6,37,242700,5273,33.935596,-118.242222,"Census Tract 2427, Los Angeles County, California",265400,1246,82,4.8,4,4.31,2.4,10.1,10.7,15.3,2.2,25.6,12.5,5.7,15.4,7,10.7,28.7,41.1,10.8,1.7,42.6,57.4,30000,37041
"1993",1993,6037243000,6,37,243000,6769,33.939325,-118.233646,"Census Tract 2430, Los Angeles County, California",301700,1395,269,5.3,4.53,4.97,1.8,0.6,10.8,9,3.8,22.1,11.1,24.2,16.5,5.2,3.4,29.5,46,14.9,1.1,47.4,52.6,38243,44519
"1994",1994,6037243100,6,37,243100,5350,33.932775,-118.234594,"Census Tract 2431, Los Angeles County, California",226500,1391,136,4.4,6.48,3.74,3.2,20.3,2.3,7.5,7.3,20.2,12.9,14.4,12,11.6,16.7,25,33.1,11.1,2.6,26.6,73.4,24150,36816
"1995",1995,6037261101,6,37,261101,3499,34.113594,-118.394959,"Census Tract 2611.01, Los Angeles County, California",NA,1640,233,7.1,2.48,1.51,1.6,0.2,3.7,4.1,6.8,24.6,41.2,7.8,10.1,1.5,1,18.4,46,19.1,14,96.2,3.8,203385,313627
"1996",1996,6037261102,6,37,261102,4362,34.112367,-118.426409,"Census Tract 2611.02, Los Angeles County, California",NA,1879,168,7.7,2.5,3.26,1.5,5.1,6,8.2,23.6,19,21.1,8.4,7.1,0.5,0,12.5,30,29,28,95.7,4.3,198771,308998
"1997",1997,6037261200,6,37,261200,4341,34.11311,-118.442809,"Census Tract 2612, Los Angeles County, California",NA,1882,265,6.4,2.34,2.33,0,1.8,2.5,9.1,34.1,15.9,15.6,9.7,11.3,1.5,8.4,21,35.1,21.7,12.4,84.8,15.2,155863,238375
"1998",1998,6037262100,6,37,262100,3586,34.095203,-118.451926,"Census Tract 2621, Los Angeles County, California",NA,1480,181,7.4,2.7,2.97,2.1,4.4,2.1,5.7,10.2,28.9,28.4,4,14.2,0,3.2,11.1,33.2,32,20.5,94.5,5.5,213347,401721
"1999",1999,6037262200,6,37,262200,4675,34.09883,-118.469454,"Census Tract 2622, Los Angeles County, California",NA,1976,159,7.5,2.64,1.62,2.3,1.9,10.6,5.1,18.3,18.2,32.7,7.5,3.2,1.2,6.2,15.4,22.4,32.9,22,86,14,225885,320308
"2000",2000,6037262301,6,37,262301,2744,34.102535,-118.490511,"Census Tract 2623.01, Los Angeles County, California",NA,971,21,6.9,2.52,1.59,0,2,13,18.6,13.3,25.3,18.2,8.3,1.2,2.2,2.6,24.7,25.1,30.3,15.1,94.1,5.9,200833,271407
"2001",2001,6037262302,6,37,262302,2818,34.071699,-118.477245,"Census Tract 2623.02, Los Angeles County, California",NA,1318,19,7,2.45,2.07,3,2.3,9.6,6.2,14,17.1,18,13.4,16.5,0.8,11.3,16.4,27.7,29.1,14.8,83.8,16.2,207946,343162
"2002",2002,6037262303,6,37,262303,3290,34.066402,-118.485914,"Census Tract 2623.03, Los Angeles County, California",NA,1245,141,7.8,2.65,2.9,2.5,2.8,7,3.5,8,18.4,29.8,22.3,5.7,0,1.5,3.5,31.9,35.3,27.9,92.9,7.1,181923,420005
"2003",2003,6037262400,6,37,262400,3233,34.075181,-118.504653,"Census Tract 2624, Los Angeles County, California",NA,1359,35,8.4,2.64,2.96,0.4,5.2,7.2,2.8,8.9,40.8,22.5,7.2,4.9,0,2.6,6.1,28,38.3,25,92.8,7.2,200000,346116
"2004",2004,6037262501,6,37,262501,3662,34.049314,-118.521308,"Census Tract 2625.01, Los Angeles County, California",NA,1422,63,6.9,2.66,2.59,1.9,5.1,3.1,1.7,8.4,8.4,25.8,18.8,26.7,0,0.4,26,30.8,25.7,17.1,87.4,12.6,151625,243079
"2005",2005,6037262601,6,37,262601,3660,34.074244,-118.557602,"Census Tract 2626.01, Los Angeles County, California",NA,1476,83,7.3,2.76,1.81,0,4.5,16.3,25.3,48.4,1.2,0,0.9,3.5,0,4.6,19.4,29.3,19.6,27,87.5,12.5,199375,331032
"2006",2006,6037262604,6,37,262604,6092,34.050762,-118.547244,"Census Tract 2626.04, Los Angeles County, California",NA,2633,243,6.1,2.43,2.31,1.4,3.4,10.9,9.8,10.4,20.5,35.8,4.5,3.3,2.6,10.7,21.7,38.1,19.3,7.6,88,12,151250,219718
"2007",2007,6037262704,6,37,262704,3567,34.043702,-118.539726,"Census Tract 2627.04, Los Angeles County, California",NA,1725,209,5.2,2.24,2.27,1.9,4,3.9,11.1,7.9,14.3,31.5,17,8.2,2.1,15,38.7,25.7,12.6,5.9,64.8,35.2,99786,199039
"2008",2008,6037262706,6,37,262706,3563,34.039285,-118.52572,"Census Tract 2627.06, Los Angeles County, California",NA,1466,170,6.6,2.74,2.02,0.5,7.6,7.9,6.2,9.2,3.1,20.8,25.4,19.2,3.8,11.5,20.1,25.1,22.2,17.3,78.9,21.1,168750,263857
"2009",2009,6037262802,6,37,262802,3759,34.040392,-118.510009,"Census Tract 2628.02, Los Angeles County, California",NA,1695,123,7.1,2.64,1.75,3.4,2.8,6.7,1.8,6.9,12.2,28.4,14.8,22.9,3.4,11.2,9.6,33.2,25.8,16.9,81.4,18.6,162045,300669
"2010",2010,6037264000,6,37,264000,3358,34.055072,-118.479712,"Census Tract 2640, Los Angeles County, California",NA,1372,140,6.8,2.38,2.42,2,2,3.4,5,8.1,13.5,29.9,17.3,18.8,0,2.3,23.3,35.2,27.3,11.9,83.7,16.3,155700,322292
"2011",2011,6037264102,6,37,264102,2873,34.059197,-118.468903,"Census Tract 2641.02, Los Angeles County, California",620300,1776,69,3.9,1.94,1.95,0,0,2.8,18,23.9,28.3,21.4,3.2,2.4,1.9,36,50.9,5.3,1.4,4.6,35.6,64.4,63964,109124
"2012",2012,6037264103,6,37,264103,2319,34.055603,-118.466133,"Census Tract 2641.03, Los Angeles County, California",625700,1619,207,3.6,1.63,1.46,0,6.3,6.3,7.9,36.9,30.6,9.5,0.8,1.8,8.6,42.9,40.3,8.2,0,0,25.6,74.4,89000,129234
